tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stemmed_tweet,cleaned_s
@USER @USER Buckle up Democrats and liberals! The shit is about to hit the fan for you and the FBI/DOJ !,1,1,1,"['buckle', 'democrats', 'liberals', 'shit', 'hit', 'fan', 'fbidoj']","['buckl', 'democrat', 'liber', 'shit', 'hit', 'fan', 'fbidoj']",buckle democrats liberals shit hit fan fbidoj
#Liberals had some sort of mutual masturbation awards show. This is me still not caring.   @USER @USER @USER @USER URL,1,1,1,"['liberals', 'sort', 'mutual', 'masturbation', 'awards', 'show', 'still', 'caring']","['liber', 'sort', 'mutual', 'masturb', 'award', 'show', 'still', 'care']",liberals sort mutual masturbation awards show still caring
"@USER @USER @USER @USER @USER At least we have brains to fall out"" in the first place; unlike conservatives who believe everything their handlers feed them.""",1,1,1,"['least', 'brains', 'fall', 'first', 'place', 'unlike', 'conservatives', 'believe', 'everything', 'handlers', 'feed']","['least', 'brain', 'fall', 'first', 'place', 'unlik', 'conserv', 'believ', 'everyth', 'handler', 'feed']",least brains fall first place unlike conservatives believe everything handlers feed
@USER @USER Tbere aren't hardly any Conservatives left in California. Perhaps the threats are just unintelligible robo calls by Antifa comrades jacked up on Starbucks and Lucky Charms.,1,1,1,"['tbere', 'hardly', 'conservatives', 'left', 'california', 'perhaps', 'threats', 'unintelligible', 'robo', 'calls', 'antifa', 'comrades', 'jacked', 'starbucks', 'lucky', 'charms']","['tbere', 'hardli', 'conserv', 'left', 'california', 'perhap', 'threat', 'unintellig', 'robo', 'call', 'antifa', 'comrad', 'jack', 'starbuck', 'lucki', 'charm']",tbere hardly conservatives left california perhaps threats unintelligible robo calls antifa comrades jacked starbucks lucky charms
@USER Conservatives Vote NOW! Fed Up With Stupidity!,1,1,1,"['conservatives', 'vote', 'fed', 'stupidity']","['conserv', 'vote', 'fed', 'stupid']",conservatives vote fed stupidity
@USER @USER Security are paid to protect you from trash and crazy people,1,1,1,"['security', 'paid', 'protect', 'trash', 'crazy', 'people']","['secur', 'paid', 'protect', 'trash', 'crazi', 'peopl']",security paid protect trash crazy people
@USER @USER Lol.... your going to jail,1,1,0,"['lol', 'going', 'jail']","['lol', 'go', 'jail']",lol going jail
"Replace Chris Collins with anyone but Carl Paladino""  URL #TCOT #MAGA #RedNationRising""",1,1,0,"['replace', 'chris', 'collins', 'anyone', 'carl', 'paladino', 'tcot', 'maga', 'rednationrising']","['replac', 'chri', 'collin', 'anyon', 'carl', 'paladino', 'tcot', 'maga', 'rednationris']",replace chris collins anyone carl paladino tcot maga rednationrising
@USER @USER who really cares about any of this wack ass beef???😂💀,1,0,-1,"['really', 'cares', 'wack', 'ass', 'beef']","['realli', 'care', 'wack', 'ass', 'beef']",really cares wack ass beef
How does this #MAGA...?!? Is this our tax dollars at work...?!? URL,1,0,-1,"['maga', 'tax', 'dollars', 'work']","['maga', 'tax', 'dollar', 'work']",maga tax dollars work
@USER And the fact he called you a nigger after you respectfully told him your preference damn near proves that theory 🤦🏽‍♀️,1,1,0,"['fact', 'called', 'nigger', 'respectfully', 'told', 'preference', 'damn', 'near', 'proves', 'theory']","['fact', 'call', 'nigger', 'respect', 'told', 'prefer', 'damn', 'near', 'prove', 'theori']",fact called nigger respectfully told preference damn near proves theory
@USER Do you have the state right....Cali and Chicago are protected by many strict gun control laws.,1,1,0,"['state', 'rightcali', 'chicago', 'protected', 'many', 'strict', 'gun', 'control', 'laws']","['state', 'rightcali', 'chicago', 'protect', 'mani', 'strict', 'gun', 'control', 'law']",state rightcali chicago protected many strict gun control laws
@USER LMBO! She's like Pelosi. She thinks she important because she is a female. She is a destriment to society and Real Women!,1,1,1,"['lmbo', 'like', 'pelosi', 'thinks', 'important', 'female', 'destriment', 'society', 'real', 'women']","['lmbo', 'like', 'pelosi', 'think', 'import', 'femal', 'destriment', 'societi', 'real', 'women']",lmbo like pelosi thinks important female destriment society real women
@USER Oh what a tangled web we weave when first we practice to deceive.! Give it up Serena you are looking silly now.,1,1,0,"['oh', 'tangled', 'web', 'weave', 'first', 'practice', 'deceive', 'give', 'serena', 'looking', 'silly']","['oh', 'tangl', 'web', 'weav', 'first', 'practic', 'deceiv', 'give', 'serena', 'look', 'silli']",oh tangled web weave first practice deceive give serena looking silly
"@USER This message is also going to get Antifa members killed - if the open carry nuts"" feel someone is trying to kill them by taking their gun, they will defend themselves - and will probably not face jail. Whereas someone actively ""stealing"" a gun will.""",1,1,1,"['message', 'also', 'going', 'get', 'antifa', 'members', 'killed', 'open', 'carry', 'nuts', 'feel', 'someone', 'trying', 'kill', 'taking', 'gun', 'defend', 'probably', 'face', 'jail', 'whereas', 'someone', 'actively', 'stealing', 'gun']","['messag', 'also', 'go', 'get', 'antifa', 'member', 'kill', 'open', 'carri', 'nut', 'feel', 'someon', 'tri', 'kill', 'take', 'gun', 'defend', 'probabl', 'face', 'jail', 'wherea', 'someon', 'activ', 'steal', 'gun']",message also going get antifa members killed open carry nuts feel someone trying kill taking gun defend probably face jail whereas someone actively stealing gun
@USER By making conservatives so sick we can't make it to the polling place!,1,1,1,"['making', 'conservatives', 'sick', 'make', 'polling', 'place']","['make', 'conserv', 'sick', 'make', 'poll', 'place']",making conservatives sick make polling place
@USER @USER @USER I find it very offensive that you know what black people feel!! As a black not African because I was born in America want recognition then build your own stuff!!! It's the same with Conservatives that cry about censorship  If you don't like the rules build your own house. URL,1,1,0,"['find', 'offensive', 'know', 'black', 'people', 'feel', 'black', 'african', 'born', 'america', 'want', 'recognition', 'build', 'stuff', 'conservatives', 'cry', 'censorship', 'like', 'rules', 'build', 'house']","['find', 'offens', 'know', 'black', 'peopl', 'feel', 'black', 'african', 'born', 'america', 'want', 'recognit', 'build', 'stuff', 'conserv', 'cri', 'censorship', 'like', 'rule', 'build', 'hous']",find offensive know black people feel black african born america want recognition build stuff conservatives cry censorship like rules build house
@USER @USER The left doesn’t care. They victimize women and minorities for political gain. Same story different democrat. #libtards #walkaway #maga,1,1,1,"['left', 'doesnt', 'care', 'victimize', 'women', 'minorities', 'political', 'gain', 'story', 'different', 'democrat', 'libtards', 'walkaway', 'maga']","['left', 'doesnt', 'care', 'victim', 'women', 'minor', 'polit', 'gain', 'stori', 'differ', 'democrat', 'libtard', 'walkaway', 'maga']",left doesnt care victimize women minorities political gain story different democrat libtards walkaway maga
@USER Odd how conservatives keep getting exposed of being child fuckers.   Thats why they're against abortion. More victims,1,1,1,"['odd', 'conservatives', 'keep', 'getting', 'exposed', 'child', 'fuckers', 'thats', 'abortion', 'victims']","['odd', 'conserv', 'keep', 'get', 'expos', 'child', 'fucker', 'that', 'abort', 'victim']",odd conservatives keep getting exposed child fuckers thats abortion victims
@USER @USER Wow those liberals are so uncivil and full of hate. #LickAWitch URL,1,1,1,"['wow', 'liberals', 'uncivil', 'full', 'hate', 'lickawitch']","['wow', 'liber', 'uncivil', 'full', 'hate', 'lickawitch']",wow liberals uncivil full hate lickawitch
@USER @USER @USER Explain to me where i said that wasn’t true. I know what due process means. I know when anyone goes to court over a crime like that it affects their lives. he is not exempt from the process or ridicule,1,0,-1,"['explain', 'said', 'wasnt', 'true', 'know', 'due', 'process', 'means', 'know', 'anyone', 'goes', 'court', 'crime', 'like', 'affects', 'lives', 'exempt', 'process', 'ridicule']","['explain', 'said', 'wasnt', 'true', 'know', 'due', 'process', 'mean', 'know', 'anyon', 'goe', 'court', 'crime', 'like', 'affect', 'live', 'exempt', 'process', 'ridicul']",explain said wasnt true know due process means know anyone goes court crime like affects lives exempt process ridicule
@USER   How is it you had a document that all those women signed if you didn’t know anything about the accusation. Sounds to me a cover up was planned. You are a disgrace to the office you hold,1,1,0,"['document', 'women', 'signed', 'didnt', 'know', 'anything', 'accusation', 'sounds', 'cover', 'planned', 'disgrace', 'office', 'hold']","['document', 'women', 'sign', 'didnt', 'know', 'anyth', 'accus', 'sound', 'cover', 'plan', 'disgrac', 'offic', 'hold']",document women signed didnt know anything accusation sounds cover planned disgrace office hold
@USER Just because some flaky pink hat wearing woman says so? Try again. Where’s the police records and the like. Tired of liberals thinking they can lie to ruin someone’s life because they don’t like Trump,1,1,0,"['flaky', 'pink', 'hat', 'wearing', 'woman', 'says', 'try', 'wheres', 'police', 'records', 'like', 'tired', 'liberals', 'thinking', 'lie', 'ruin', 'someones', 'life', 'dont', 'like', 'trump']","['flaki', 'pink', 'hat', 'wear', 'woman', 'say', 'tri', 'where', 'polic', 'record', 'like', 'tire', 'liber', 'think', 'lie', 'ruin', 'someon', 'life', 'dont', 'like', 'trump']",flaky pink hat wearing woman says try wheres police records like tired liberals thinking lie ruin someones life dont like trump
"@USER @USER @USER @USER @USER @USER Good luck with that! I dont follow along with fascists like the #resist movement and their apple and google overlords. I know what happened in ww2 and its the rhetoric they use that put us there. I dont need a GOD"" to see the hate spewed from #Antifa and how that is wrong.""",1,1,1,"['good', 'luck', 'follow', 'along', 'fascists', 'like', 'resist', 'movement', 'apple', 'google', 'overlords', 'know', 'happened', 'rhetoric', 'use', 'put', 'us', 'need', 'god', 'see', 'hate', 'spewed', 'antifa', 'wrong']","['good', 'luck', 'follow', 'along', 'fascist', 'like', 'resist', 'movement', 'appl', 'googl', 'overlord', 'know', 'happen', 'rhetor', 'use', 'put', 'us', 'need', 'god', 'see', 'hate', 'spew', 'antifa', 'wrong']",good luck follow along fascists like resist movement apple google overlords know happened rhetoric use put us need god see hate spewed antifa wrong
@USER I support your fight for justice and to hold those responsible accountable. The hypocrisy is beyond any moral standard. Where’s the outrage. Yet they hide behind the vail of gun control and leftists propaganda beginning with @USER @USER Shame on them.,1,1,2,"['support', 'fight', 'justice', 'hold', 'responsible', 'accountable', 'hypocrisy', 'beyond', 'moral', 'standard', 'wheres', 'outrage', 'yet', 'hide', 'behind', 'vail', 'gun', 'control', 'leftists', 'propaganda', 'beginning', 'shame']","['support', 'fight', 'justic', 'hold', 'respons', 'account', 'hypocrisi', 'beyond', 'moral', 'standard', 'where', 'outrag', 'yet', 'hide', 'behind', 'vail', 'gun', 'control', 'leftist', 'propaganda', 'begin', 'shame']",support fight justice hold responsible accountable hypocrisy beyond moral standard wheres outrage yet hide behind vail gun control leftists propaganda beginning shame
@USER Because you are 💩,1,1,0,[],[],
@USER @USER Sorry to say but you are ignorant and should not tweet something without some research. Some of the ones that were arrested were seniors. They are all people that care enough about what is happening to go out to have their voices heard.,1,1,0,"['sorry', 'say', 'ignorant', 'tweet', 'something', 'without', 'research', 'ones', 'arrested', 'seniors', 'people', 'care', 'enough', 'happening', 'go', 'voices', 'heard']","['sorri', 'say', 'ignor', 'tweet', 'someth', 'without', 'research', 'one', 'arrest', 'senior', 'peopl', 'care', 'enough', 'happen', 'go', 'voic', 'heard']",sorry say ignorant tweet something without research ones arrested seniors people care enough happening go voices heard
Bias Blockers: The New Glasses Made for #MAGA Racists and Homophobes — WATCH URL URL,1,1,1,"['bias', 'blockers', 'new', 'glasses', 'made', 'maga', 'racists', 'homophobes', 'watch']","['bia', 'blocker', 'new', 'glass', 'made', 'maga', 'racist', 'homophob', 'watch']",bias blockers new glasses made maga racists homophobes watch
@USER Gutierrez: People Died in Puerto Rico Because Gutierrez is a racist Hispanic.,1,1,0,"['gutierrez', 'people', 'died', 'puerto', 'rico', 'gutierrez', 'racist', 'hispanic']","['gutierrez', 'peopl', 'die', 'puerto', 'rico', 'gutierrez', 'racist', 'hispan']",gutierrez people died puerto rico gutierrez racist hispanic
@USER NANSBABH BITCH STFU,1,1,0,"['nansbabh', 'bitch', 'stfu']","['nansbabh', 'bitch', 'stfu']",nansbabh bitch stfu
@USER 25th amendment ? Comey and Mulller with a  half roll of duct tape should be sufficient ..... just get the sorry sonofabitch away .,1,1,0,"['amendment', 'comey', 'mulller', 'half', 'roll', 'duct', 'tape', 'sufficient', 'get', 'sorry', 'sonofabitch', 'away']","['amend', 'comey', 'mulller', 'half', 'roll', 'duct', 'tape', 'suffici', 'get', 'sorri', 'sonofabitch', 'away']",amendment comey mulller half roll duct tape sufficient get sorry sonofabitch away
@USER @USER Sleazy and greasy!!!,1,1,0,"['sleazy', 'greasy']","['sleazi', 'greasi']",sleazy greasy
@USER @USER @USER Please take John Harwood's pen away.  He is incapable of unbiased reporting.,1,1,0,"['please', 'take', 'john', 'harwoods', 'pen', 'away', 'incapable', 'unbiased', 'reporting']","['pleas', 'take', 'john', 'harwood', 'pen', 'away', 'incap', 'unbias', 'report']",please take john harwoods pen away incapable unbiased reporting
@USER That shimmmy— ok ok ok. You are that bitch. Lmao jk,1,1,0,"['shimmmy', 'ok', 'ok', 'ok', 'bitch', 'lmao', 'jk']","['shimmmi', 'ok', 'ok', 'ok', 'bitch', 'lmao', 'jk']",shimmmy ok ok ok bitch lmao jk
@USER Crazy freaking liberals,1,1,1,"['crazy', 'freaking', 'liberals']","['crazi', 'freak', 'liber']",crazy freaking liberals
@USER @USER @USER ARE YOU FUCKING SERIOUS?  I AM ITALIAN!  TALK TO MY FATHER WHO WAS BORN IN SICILY OF YOUR RIDICULOUS NOTIONS.  YOU'RE AN IDIOT!  Why do you think the left as Antifa?  STANDS FOR ANTI-FASCISM!  DICTATORS ARE RIGHT WING!,1,1,0,"['fucking', 'serious', 'italian', 'talk', 'father', 'born', 'sicily', 'ridiculous', 'notions', 'idiot', 'think', 'left', 'antifa', 'stands', 'antifascism', 'dictators', 'right', 'wing']","['fuck', 'seriou', 'italian', 'talk', 'father', 'born', 'sicili', 'ridicul', 'notion', 'idiot', 'think', 'left', 'antifa', 'stand', 'antifasc', 'dictat', 'right', 'wing']",fucking serious italian talk father born sicily ridiculous notions idiot think left antifa stands antifascism dictators right wing
